id,class,exchange,symbol,name,status,tradable,marginable,maintenance_margin_requirement,margin_requirement_long,margin_requirement_short,shortable,easy_to_borrow,fractionable,attributes
f8851c5a-a05c-4e9f-a734-0c3199cf9464,us_equity,NASDAQ,FCTE,ETF Opportunities Trust SMI 3Fourteen Full-Cycle Trend ETF,active,True,True,30,30,30,True,True,False,[]
965fba25-563a-40a2-889c-033b2c6b4f36,us_equity,BATS,FCTR,First Trust Lunt U.S. Factor Rotation ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
f315cd56-395d-4d18-a520-de0a0d925f8d,us_equity,ARCA,FCUS,Pinnacle Focused Opportunities ETF,active,True,True,30,30,30,False,False,False,[]
ec188588-cacd-4688-b85e-a4687db4e672,us_equity,NASDAQ,FCVT,First Trust Exchange-Traded Fund IV First Trust SSI Strategic Convertible Securities ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
c0f96cb7-1759-4b3d-b583-d1c6c16f3c7f,us_equity,ARCA,FDAT,Tactical Advantage ETF,active,True,True,30,30,30,False,False,False,[]
87c92b74-3b21-4819-b2ef-3548d3450508,us_equity,NASDAQ,FDCF,Fidelity Covington Trust Fidelity Disruptive Communications ETF,active,True,True,30,30,30,False,False,False,[]
242f4168-262a-4518-964c-d98a6e122752,us_equity,BATS,FDEC,FT Vest U.S. Equity Buffer ETF - December,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
a64147a0-dc8e-4bb6-956e-97bde37eca70,us_equity,BATS,FDEM,Fidelity Emerging Markets Multifactor ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
665db122-3a8e-4eec-91f1-2aaa08d6d967,us_equity,BATS,FDEV,Fidelity International Multifactor ETF,active,True,True,30,30,30,False,False,False,[]
85be1ef7-eb36-4f8b-ac9f-88430f454e65,us_equity,NASDAQ,FDFF,Fidelity Covington Trust Fidelity Disruptive Finance ETF,active,True,True,30,30,30,False,False,False,[]
d5daeb9d-d475-45f9-9e62-da2b3ccb42c0,us_equity,ARCA,FDG,American Century Focused Dynamic Growth ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
8ecf038a-67c7-42fa-805e-0cd87cf2593f,us_equity,BATS,FDHT,Fidelity Digital Health ETF,active,True,True,30,30,30,False,False,False,['has_options']
506a42f0-933d-44c7-bd1e-5449065b5ce4,us_equity,ARCA,FDHY,Fidelity Enhanced High Yield ETF,active,True,True,30,30,30,True,True,True,['fractional_eh_enabled']
a9f052e6-c5c1-4c6c-8564-65c6f93a0c1c,us_equity,NASDAQ,FDIF,Fidelity Covington Trust Fidelity Disruptors ETF,active,True,True,30,30,30,False,False,False,[]
3b13c2fe-bad7-4ec4-9b2f-df57ed0991eb,us_equity,NASDAQ,FDIG,Fidelity Covington Trust Fidelity Crypto Industry and Digital Payments ETF,active,True,True,30,30,30,False,False,True,"['fractional_eh_enabled', 'has_options']"
af962c46-8308-49a7-b21a-bb025d06a248,us_equity,ARCA,FDIS,Fidelity MSCI Consumer Discretionary Index ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
ab66dbf5-f0d5-49d9-9465-8f8bd1c46e44,us_equity,NASDAQ,FDIV,EA Series Trust MarketDesk Focused U.S. Dividend ETF,active,True,True,30,30,30,False,False,False,[]
397fd41c-6b52-4a03-b69a-7c3ba520a521,us_equity,ARCA,FDLO,Fidelity Low Volatility Factor ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
296f3009-161a-400b-b801-66a63029f794,us_equity,ARCA,FDLS,Inspire Fidelis Multi Factor ETF,active,True,True,30,30,30,False,False,False,[]
58c41922-204a-407a-afce-6a1e2cc3d8ae,us_equity,ARCA,FDMO,Fidelity Momentum Factor ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
1208fafa-630e-4656-8782-395352c4a9a3,us_equity,ARCA,FDN,First Trust Dow Jones Internet Index Fund ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
38e6041b-789d-4840-8bc6-8ad97c390d75,us_equity,BATS,FDND,FT Vest Dow Jones Internet & Target Income ETF,active,True,True,30,30,30,False,False,False,[]
b5cc2997-5c2d-4438-a164-c4022d579d6f,us_equity,NASDAQ,FDNI,First Trust Exchange-Traded Fund II First Trust Dow Jones International Internet ETF,active,True,True,30,30,30,False,False,True,"['fractional_eh_enabled', 'has_options']"
1c11ad98-09f2-47f5-8086-41c39880da06,us_equity,BATS,FDRV,Fidelity Electric Vehicles and Future Transportation ETF,active,True,True,30,30,30,False,False,False,['has_options']
6f18adcd-9855-48ba-b024-f44740cedc01,us_equity,NASDAQ,FDTX,Fidelity Covington Trust Fidelity Disruptive Technology ETF,active,True,True,30,30,30,False,False,False,[]
f6e02917-eaf6-4ff4-8ba7-5301dc1ce126,us_equity,ARCA,FDV,Federated Hermes U.S. Strategic Dividend ETF,active,True,True,30,30,30,False,False,True,"['fractional_eh_enabled', 'has_options']"
276c939c-09db-4c55-8299-3a1576bc705b,us_equity,ARCA,FDVV,Fidelity High Dividend ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
fc644213-9216-4159-8855-61b3e4d88396,us_equity,ARCA,FEAC,Fidelity Enhanced U.S. All-Cap Equity ETF,active,True,True,30,30,30,False,False,False,[]
9a672742-9685-4d94-8dcf-dd53b0272d1a,us_equity,NASDAQ,FEAT,Tidal Trust II YieldMax Dorsey Wright Featured 5 Income ETF,active,True,True,30,30,30,False,False,False,[]
1eef1994-08de-4df3-87bb-9e51201c9d2c,us_equity,BATS,FEBM,FT Vest U.S. Equity Max Buffer ETF - February,active,True,True,30,30,30,False,False,False,[]
6167d2b4-c70b-439e-a34d-0e45148b724f,us_equity,BATS,FEBP,PGIM S&P 500 Buffer 12 ETF - February,active,True,True,30,30,30,False,False,False,[]
51d9370f-6e31-46dc-80c9-588ea0c6d245,us_equity,ARCA,FEBT,AllianzIM U.S. Large Cap Buffer10 Feb ETF,active,True,True,30,30,30,False,False,False,[]
dceb74d8-02ce-4097-8cb7-3c715a615a4d,us_equity,BATS,FEBU,AllianzIM U.S. Equity Buffer15 Uncapped Feb ETF,active,True,True,30,30,30,False,False,False,[]
ff5f4feb-6a66-40c1-bada-aa30d61d10ad,us_equity,ARCA,FEBW,AllianzIM U.S. Large Cap Buffer20 Feb ETF,active,True,True,30,30,30,False,False,False,[]
c6caaa17-9073-4e4d-8229-d9b87d27696a,us_equity,BATS,FEBZ,TrueShares Structured Outcome (February) ETF,active,True,True,30,30,30,False,False,False,[]
c07ccc92-dac4-49cf-bd57-b5652961e7a7,us_equity,NYSE,FEGE,First Eagle Global Equity ETF,active,True,True,30,30,30,False,False,False,[]
296fcf1f-1a30-4bd3-b480-fc37452c0cac,us_equity,ARCA,FELC,Fidelity Enhanced Large Cap Core ETF,active,True,True,30,30,30,False,False,False,[]
cfbc6c46-0e3c-4039-a0c0-f8061ad0c28b,us_equity,ARCA,FELG,Fidelity Enhanced Large Cap Growth ETF,active,True,True,30,30,30,True,True,False,[]
391f676c-fb1c-475b-8ebb-461bef5d0851,us_equity,ARCA,FELV,Fidelity Enhanced Large Cap Value ETF,active,True,True,30,30,30,False,False,False,[]
6d63418e-b52b-417a-afdc-df4a1f4a40e0,us_equity,NASDAQ,FEMB,First Trust Exchange-Traded Fund III First Trust Emerging Markets Local Currency Bond ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
caeb5860-92bb-4c4b-a700-76334a6d39cc,us_equity,ARCA,FEMR,Fidelity Enhanced Emerging Markets ETF,active,True,True,30,30,30,False,False,False,[]
e2849ce2-bb65-442a-886b-963443760c71,us_equity,ARCA,FENI,Fidelity Enhanced International ETF,active,True,True,30,30,30,False,False,False,[]
cad30c28-409f-477c-bbf0-2b0c0d7d1c5a,us_equity,NYSE,FEOE,First Eagle Overseas Equity ETF,active,True,True,30,30,30,False,False,False,[]
d86dff0b-7c06-4fdd-8205-349369f368f9,us_equity,NASDAQ,FEPI,ETF Opportunities Trust REX FANG & Innovation Equity Premium Income ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
c0bc2a5f-3e62-4430-9b0c-85a8a9bd02b2,us_equity,NASDAQ,FEUZ,First Trust Exchange-Traded AlphDEX Fund II First Trust Eurozone AlphaDEX ETF,active,True,True,30,30,30,False,False,False,['has_options']
f709b07b-33dc-444d-a1f3-f0182c88c0b8,us_equity,ARCA,FEZ,SPDR EURO STOXX 50 ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
573af119-5816-4935-b793-8d6cff4a1a60,us_equity,BATS,FFDI,Fidelity Fundamental Developed International ETF,active,True,True,30,30,30,False,False,False,[]
07296be8-5d91-4bda-9716-e9b6ecae3096,us_equity,BATS,FFEB,FT Vest U.S. Equity Buffer ETF - February,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
62d5b0f5-bead-4038-a3fc-284b00016c9d,us_equity,BATS,FFGX,Fidelity Fundamental Global ex-U.S. ETF,active,True,True,30,30,30,False,False,False,[]
211d97d3-c7ee-4969-a3f4-8528654d23b7,us_equity,ARCA,FFIU,UVA Unconstrained Medium-Term Fixed Income ETF,active,True,True,30,30,30,False,False,False,[]
3f2f6a20-6c73-4c97-85e0-44ec9760d890,us_equity,BATS,FFLC,Fidelity Fundamental Large Cap Core ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
85b67e8a-1435-4ea8-a103-39ccae0494b4,us_equity,BATS,FFLG,Fidelity Fundamental Large Cap Growth ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
30dacf46-6264-42d4-a018-38bd3cd8801f,us_equity,ARCA,FFLS,The Future Fund Long/Short ETF,active,True,True,30,30,30,False,False,False,[]
d40b8ae0-4559-4e88-83c2-f4365129568b,us_equity,BATS,FFOG,Franklin Focused Growth ETF,active,True,True,30,30,30,False,False,False,[]
cd76a836-cd65-4828-9cee-d47fab6da14b,us_equity,ARCA,FFOX,FundX Future Fund Opportunities ETF,active,True,True,30,30,30,True,True,False,[]
f4a2bb07-ea73-46b8-836d-7812ebd7674b,us_equity,BATS,FFSM,Fidelity Fundamental Small-Mid Cap ETF,active,True,True,30,30,30,False,False,False,[]
be845b3e-a5a4-40f5-bea2-c10f4e14a985,us_equity,ARCA,FFTY,Innovator IBD 50 ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
ae003bfa-2a20-4946-b830-c5c0639e54cb,us_equity,NASDAQ,FFUT,Fidelity Greenwood Street Trust Fidelity Managed Futures ETF,active,True,True,30,30,30,False,False,False,[]
fcf2d519-02e3-4d15-84e9-aa9a5c393424,us_equity,ARCA,FGDL,Franklin Responsibly Sourced Gold ETF,active,True,True,30,30,30,False,False,False,[]
55e4e73f-71dd-4274-9326-1ae821514628,us_equity,NASDAQ,FGSI,First Trust Exchange-Traded Fund IV FT Vest Growth Strength & Target Income ETF,active,True,True,30,30,30,False,False,False,[]
bb8f7674-24be-49b5-af0d-29c93a0be34d,us_equity,ARCA,FGSM,Frontier Asset Global Small Cap Equity ETF,active,True,True,30,30,30,False,False,False,[]
072a604f-35c0-4895-a5e3-5558df33faed,us_equity,BATS,FHDG,FT Vest U.S. Equity Quarterly Dynamic Buffer ETF,active,True,True,30,30,30,False,False,False,[]
fde25637-14d7-49b8-a23e-382270912e55,us_equity,BATS,FHEQ,Fidelity Hedged Equity ETF,active,True,True,30,30,30,False,False,False,[]
6e513db9-abe6-4659-99b7-6c60dad32480,us_equity,ARCA,FHLC,Fidelity MSCI Health Care Index ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
73d716c7-2275-4e75-93f3-b171123935b8,us_equity,ARCA,FHYS,Federated Hermes Short Duration High Yield ETF,active,True,True,30,30,30,False,False,False,[]
06ffd013-9a0d-465c-b25c-4fb9f43434cf,us_equity,ARCA,FIAT,YieldMax Short COIN Option Income Strategy ETF,active,True,True,30,30,30,False,False,False,['has_options']
4cc550d6-3887-49f9-a8fe-fb822c9533f7,us_equity,BATS,FIBR,iShares U.S. Fixed Income Balanced Risk Systematic ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
2c755d5a-0f33-403e-bc25-9413a50b2dd1,us_equity,NASDAQ,FICS,First Trust Exchange-Traded Fund VI First Trust International Developed Capital Strength ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
03b5a32a-7646-4889-ab27-73a8c12c3854,us_equity,NASDAQ,FID,First Trust Exchange-Traded Fund VI First Trust S&P International Dividend Aristocrats ETF,active,True,True,30,30,30,False,False,True,"['fractional_eh_enabled', 'has_options']"
ead341ea-f451-4857-aea3-6f685707c39d,us_equity,ARCA,FIDU,Fidelity MSCI Industrials Index ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
6033b31a-3d72-499f-9851-c41e99201194,us_equity,ARCA,FIGB,Fidelity Investment Grade Bond ETF,active,True,True,30,30,30,False,False,False,[]
0b5aa09d-cab8-44ed-84e1-82168b6e91c3,us_equity,ARCA,FIIG,First Trust Intermediate Duration Investment Grade Corporate ETF,active,True,True,30,30,30,False,False,False,[]
b905dea7-e442-4bea-b396-e0c023d5baed,us_equity,ARCA,FILL,iShares MSCI Global Energy Producers ETF,active,True,True,30,30,30,False,False,True,"['fractional_eh_enabled', 'has_options']"
ff55c4d1-ce89-41f8-8f91-8d6c167ef814,us_equity,NASDAQ,FINE,Themes ETF Trust Themes European Luxury ETF,active,True,True,30,30,30,False,False,False,[]
82db1b41-52c7-47be-8aba-75d7bee405f7,us_equity,ARCA,FINT,Frontier Asset Total International Equity ETF,active,True,True,30,30,30,False,False,False,[]
5e50dbb5-1ccc-4a30-81cf-9c4adc10a012,us_equity,NASDAQ,FINX,Global X Funds Global X FinTech ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
89f60d54-c053-4539-a2e5-0b26040330ea,us_equity,ARCA,FIRI,FIRE Funds Income Target ETF,active,True,True,30,30,30,False,False,False,[]
af3c4b5c-75a4-4ed0-926d-2e53b2018e7d,us_equity,ARCA,FIRS,FIRE Funds Wealth Builder ETF,active,True,True,30,30,30,False,False,False,[]
3a461529-59f9-4419-9f95-5e9a3da56244,us_equity,ARCA,FISR,SPDR SSGA Fixed Income Sector Rotation ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
f8ef0a66-c420-429d-a050-eb7ef0790676,us_equity,ARCA,FITE,SPDR S&P Kensho Future Security ETF,active,True,True,30,30,30,False,False,True,"['fractional_eh_enabled', 'has_options']"
bb8551ba-9d05-425a-94cf-66c29fa50ff4,us_equity,ARCA,FIVA,Fidelity International Value Factor ETF,active,True,True,30,30,30,False,False,True,"['fractional_eh_enabled', 'has_options']"
f5941cd2-b6bb-462f-937e-2ab551ec2150,us_equity,NASDAQ,FIVY,Tidal Trust II YieldMax Dorsey Wright Hybrid 5 Income ETF,active,True,True,30,30,30,False,False,False,[]
839bc59a-ef04-4913-bcdc-df88124407a3,us_equity,ARCA,FIW,First Trust Water ETF,active,True,True,30,30,30,True,True,True,"['fractional_eh_enabled', 'has_options']"
2a93f66e-a363-42f6-96a7-016dbe9cf1cd,us_equity,ARCA,FIXP,FolioBeyond Enhanced Fixed Income Premium ETF,active,True,True,30,30,30,False,False,False,[]
ef162f6a-0c3b-43e2-a465-6daab4c1d54d,us_equity,NYSE,FIXT,TCW Core Plus Bond ETF,active,True,True,30,30,30,False,False,False,[]
35f396ae-3e78-4659-a217-865bc6039efb,us_equity,BATS,FJAN,FT Vest U.S. Equity Buffer ETF - January,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
cc75bd6d-5351-403e-8604-fda8de867b62,us_equity,ARCA,FLAG,Global X S&P 500 U.S. Market Leaders Top 50 ETF,active,True,True,30,30,30,False,False,False,[]
d22a835b-b9ce-4831-9eb9-16f487ab053c,us_equity,ARCA,FLAO,AllianzIM U.S. Equity 6 Month Floor5 Apr/Oct ETF,active,True,True,30,30,30,False,False,False,[]
4857b7b6-4472-469f-afd3-2ca8ef45ca97,us_equity,ARCA,FLAU,Franklin FTSE Australia ETF,active,True,True,30,30,30,False,False,False,[]
0d1ebc7c-0653-426b-81ae-15f8e45e67c7,us_equity,ARCA,FLAX,Franklin FTSE Asia ex Japan ETF,active,True,True,30,30,30,False,False,False,['has_options']
b2995305-ef9e-42d1-9c7e-a914f09be42b,us_equity,BATS,FLBL,Franklin Senior Loan ETF,active,True,True,30,30,30,True,True,True,['fractional_eh_enabled']
0e9bf197-7622-4012-9461-ff0395a1719e,us_equity,ARCA,FLBR,Franklin FTSE Brazil ETF,active,True,True,30,30,30,False,False,True,"['fractional_eh_enabled', 'has_options']"
dcdb7e97-38c5-40fc-b741-9ab7990d901d,us_equity,ARCA,FLCA,Franklin FTSE Canada ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
85a7f58a-006e-4c4f-8ab0-1e0bfd9f6ddd,us_equity,ARCA,FLCB,Franklin U.S. Core Bond ETF,active,True,True,30,30,30,False,False,True,['fractional_eh_enabled']
2d22f583-6bde-4ef1-aa43-7d91e680c797,us_equity,ARCA,FLCC,Federated Hermes MDT Large Cap Core ETF,active,True,True,30,30,30,False,False,False,[]
